INSERT Address (Street, City, ZIP, Country) VALUES ('Red Clarendon 7','Peshastin',404919,'France');
INSERT Address (Street, City, ZIP, Country) VALUES ('Milton 58','Morland',658420,'Malta');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Milton 42','French Settlement',456219,'Venezuela');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 5','Pacific Beach',244382,'Bangladesh');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Blue New 75','Meyers Chuck',484268,'Hungary');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Old 70','Lipscomb',189357,'Latvia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 98','Miesville',312941,'Somalia');
INSERT Address (Street, City, ZIP, Country) VALUES ('First 22','Thama',109593,'Finland');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 36','Archdale',473384,'Ethiopia');
INSERT Address (Street, City, ZIP, Country) VALUES ('First 88','Devon',637019,'Switzerland');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Oak 93','Rutherfordton',891205,'Paraguay');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Fabien 30','Oconomowoc',829924,'Venezuela');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 75','Ludden',165906,'Belarus');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Fabien 21','Star',449332,'Estonia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 12','Galt',723361,'Tunisia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Second 24','Campbelltown',179574,'Egypt');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Green New 13','Saks',180965,'Angola');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue New 35','North Massapequa',591693,'Nigeria');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Fabien 63','Gazelle',542590,'Australia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Old 31','Fairchance',310327,'Mexico');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Green Cowley 37','Cordell',233632,'Syria');
INSERT Address (Street, City, ZIP, Country) VALUES ('New 42','Marley',660621,'Belarus');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Green Clarendon 10','Mountain Lakes',426822,'Paraguay');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Clarendon 50','Green Park',434094,'Haiti');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Milton 30','Potlatch',945450,'Tonga');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Green Hague 68','Carbon Cliff',512256,'Ghana');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Second 67','Covenant Life',832592,'Monaco');
INSERT Address (Street, City, ZIP, Country) VALUES ('Hague 76','Muscotah',242200,'Paraguay');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Nobel 86','Halawa',538888,'Ecuador');
INSERT Address (Street, City, ZIP, Country) VALUES ('Oak 24','Pelkie',197727,'Bhutan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 26','Orderville',630395,'Monaco');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 51','Cedar Park',555198,'Papua New Guinea');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Nobel 80','Big Pine Key',163318,'Russian Federation');
INSERT Address (Street, City, ZIP, Country) VALUES ('Old 56','Ozona',416553,'Bosnia Herzegovina');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Hague 38','Harkers Island',926053,'Pakistan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 41','Southmont',781328,'Spain');
INSERT Address (Street, City, ZIP, Country) VALUES ('Hague 14','Oil City',308455,'Papua New Guinea');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Nobel 45','Fontana-on-Geneva Lake',735181,'Cuba');
INSERT Address (Street, City, ZIP, Country) VALUES ('Milton 21','Utuado',840619,'Cameroon');
INSERT Address (Street, City, ZIP, Country) VALUES ('St First 60','Chester',539410,'Ireland');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Nobel 15','Susan',161627,'Cape Verde');
INSERT Address (Street, City, ZIP, Country) VALUES ('Hague 9','Bath',604046,'Djibouti');
INSERT Address (Street, City, ZIP, Country) VALUES ('New 40','Antoine',655311,'Algeria');
INSERT Address (Street, City, ZIP, Country) VALUES ('Old 18','Painesville',669642,'Moldova');
INSERT Address (Street, City, ZIP, Country) VALUES ('Milton 89','Princeton Junction',670242,'Turkey');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Cowley 69','Janney',981805,'United States');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Fabien 44','Baileys Harbor',182650,'Finland');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 29','Choate',425972,'Papua New Guinea');
INSERT Address (Street, City, ZIP, Country) VALUES ('St New 36','Dixon',735743,'Antigua & Deps');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Red Oak 70','Chesterville',679808,'Namibia');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Green Fabien 57','South Middletown',506619,'Switzerland');
INSERT Address (Street, City, ZIP, Country) VALUES ('Old 62','Estherwood',482049,'Peru');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Second 13','Grant Park',890797,'Switzerland');
INSERT Address (Street, City, ZIP, Country) VALUES ('Milton 75','Recluse',853360,'Sudan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Old 98','De Pere',894754,'Mongolia');
INSERT Address (Street, City, ZIP, Country) VALUES ('St White Milton 58','Cave Spring',836287,'Uruguay');
INSERT Address (Street, City, ZIP, Country) VALUES ('Milton 24','Vortex',873787,'Japan');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Red First 7','Northport',734799,'St Lucia');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Second 8','Ada',716306,'Niger');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Blue Nobel 59','Rainelle',325471,'Samoa');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Red Nobel 42','Genesee Depot',693587,'Ireland');
INSERT Address (Street, City, ZIP, Country) VALUES ('Clarendon 64','Varnville',543780,'Croatia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Old 2','Burbank',842594,'Malta');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 27','Old Fields',373007,'Bahamas');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Nobel 99','Vian',261055,'Guinea-Bissau');
INSERT Address (Street, City, ZIP, Country) VALUES ('First 15','Buchanan Dam',805777,'Cameroon');
INSERT Address (Street, City, ZIP, Country) VALUES ('Red Old 66','Terrebonne',155322,'Malaysia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Clarendon 10','Arrowsmith',739340,'Dominican Republic');
INSERT Address (Street, City, ZIP, Country) VALUES ('South New 4','New Berlin',729146,'Greece');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Oak 82','Blakeslee',918530,'United States');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green New 86','Horatio',707962,'Burundi');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 98','North Salem',559474,'Norway');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Oak 50','Ennis',115305,'Jordan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 4','Spindale',630807,'Cuba');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 60','Umikoa',192194,'Kiribati');
INSERT Address (Street, City, ZIP, Country) VALUES ('Hague 12','Aspers',518894,'Benin');
INSERT Address (Street, City, ZIP, Country) VALUES ('South White Second 44','Finchford',498833,'Fiji');
INSERT Address (Street, City, ZIP, Country) VALUES ('New 96','Herriman',992348,'Austria');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 79','Gause',779121,'Vanuatu');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Red Cowley 52','Wildomar',159973,'Bosnia Herzegovina');
INSERT Address (Street, City, ZIP, Country) VALUES ('St First 53','Roads',767716,'Nicaragua');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Cowley 71','Estancia',716748,'Bulgaria');
INSERT Address (Street, City, ZIP, Country) VALUES ('Red Cowley 2','Tillamook',339340,'Mauritania');
INSERT Address (Street, City, ZIP, Country) VALUES ('First 25','Buies Creek',798062,'East Timor');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Second 73','South Sioux City',501692,'Bahamas');
INSERT Address (Street, City, ZIP, Country) VALUES ('North New 38','Hutchinson',402736,'Malta');
INSERT Address (Street, City, ZIP, Country) VALUES ('Milton 51','Willow Grove',381932,'Armenia');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Oak 78','Ravinia',331881,'Austria');
INSERT Address (Street, City, ZIP, Country) VALUES ('Oak 50','Savanna',276344,'Netherlands');
INSERT Address (Street, City, ZIP, Country) VALUES ('Oak 20','Neelys Landing',902381,'Equatorial Guinea');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Cowley 28','Sacramento',788724,'Guinea-Bissau');
INSERT Address (Street, City, ZIP, Country) VALUES ('First 72','Corbet',303531,'Paraguay');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Nobel 28','Niulii',935718,'Suriname');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Old 90','Hanoverton',938517,'Antigua & Deps');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Fabien 73','Talleyville',471742,'Argentina');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Fabien 32','Hindsboro',199761,'Germany');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 8','Ekwok',544872,'Samoa');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Blue New 58','Pisgah Forest',405724,'Spain');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 66','Crowheart',953022,'United Kingdom');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Old 78','Hilo',746223,'Czech Republic');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 29','Jayuya',826349,'Nauru');
INSERT Address (Street, City, ZIP, Country) VALUES ('Old 82','Sasakwa',762097,'Bahrain');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 25','Brooklawn',548934,'Egypt');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 97','Teasdale',870336,'Panama');
INSERT Address (Street, City, ZIP, Country) VALUES ('Red Old 69','Valrico',898065,'Nigeria');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Nobel 65','Vidaurri',963964,'Gambia');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Nobel 23','Redvale',261945,'Mozambique');
INSERT Address (Street, City, ZIP, Country) VALUES ('South New 17','The Rock',248848,'Bhutan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Hague 57','Blackey',220430,'Swaziland');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Fabien 19','Favoretta',373718,'Guinea');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Clarendon 8','Palm Springs',956096,'Zimbabwe');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Second 64','Pinola',846184,'Iraq');
INSERT Address (Street, City, ZIP, Country) VALUES ('Milton 98','Copeland',890458,'Samoa');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Second 86','Griggsville',368384,'Montenegro');
INSERT Address (Street, City, ZIP, Country) VALUES ('St First 40','Carrollwood',826151,'Belgium');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue First 20','Ranchito',408204,'United Kingdom');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Hague 34','Pipe Creek',226556,'Micronesia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Red Hague 69','Meadowood',194936,'Belarus');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Oak 59','Parkway Village',489113,'Netherlands');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue New 20','Werley',813072,'Liberia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 6','Cheyenne',592251,'Brunei');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Cowley 3','Council Bluffs',960374,'Iraq');
INSERT Address (Street, City, ZIP, Country) VALUES ('Clarendon 41','La Joya',870234,'Azerbaijan');
INSERT Address (Street, City, ZIP, Country) VALUES ('St New 73','Shawmut',151397,'Azerbaijan');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Cowley 46','Lomax',986374,'Angola');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Old 33','Askov',814604,'Maldives');
INSERT Address (Street, City, ZIP, Country) VALUES ('Clarendon 21','El Nido',106242,'Palau');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 55','Denhoff',428087,'Turkmenistan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green First 33','Magdalena',782076,'Yemen');
INSERT Address (Street, City, ZIP, Country) VALUES ('First 88','Ashport',444594,'Czech Republic');
INSERT Address (Street, City, ZIP, Country) VALUES ('Oak 11','Stuttgart',658066,'Singapore');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Cowley 57','Philipsburg',191495,'Vanuatu');
INSERT Address (Street, City, ZIP, Country) VALUES ('Hague 67','Dorchester',328982,'Kazakhstan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Oak 18','Castella',367215,'Oman');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 31','Coal Run',363941,'Guatemala');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 13','Mart',149558,'China');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 76','Nighthawk',270968,'United States');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Oak 46','Elmwood',387210,'Grenada');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Fabien 47','Grand Mound',871604,'Andorra');
INSERT Address (Street, City, ZIP, Country) VALUES ('Red Milton 92','Whittier',555224,'Austria');
INSERT Address (Street, City, ZIP, Country) VALUES ('Oak 82','Bald Creek',557966,'Norway');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 61','Saint Catherine',512602,'Mali');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Blue First 71','Onyx',876381,'Marshall Islands');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Red Oak 92','Courtenay',331434,'Sri Lanka');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 47','Creston',455043,'India');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Old 83','Evansdale',561693,'Equatorial Guinea');
INSERT Address (Street, City, ZIP, Country) VALUES ('Clarendon 86','Aloha',754061,'Paraguay');
INSERT Address (Street, City, ZIP, Country) VALUES ('Second 70','Bedford Center',884614,'Belgium');
INSERT Address (Street, City, ZIP, Country) VALUES ('Second 57','Cleta',275410,'Slovakia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Clarendon 54','Broadwell',817188,'Libya');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Red Cowley 66','McKees Rocks',613007,'Togo');
INSERT Address (Street, City, ZIP, Country) VALUES ('Milton 70','Lucca',301579,'Iraq');
INSERT Address (Street, City, ZIP, Country) VALUES ('Red Fabien 32','Tinton Falls',398337,'Kenya');
INSERT Address (Street, City, ZIP, Country) VALUES ('Second 1','Ebenezer',422924,'Ivory Coast');
INSERT Address (Street, City, ZIP, Country) VALUES ('Old 10','Kamrar',106999,'Ukraine');
INSERT Address (Street, City, ZIP, Country) VALUES ('New 61','Steamboat Rock',679165,'Poland');
INSERT Address (Street, City, ZIP, Country) VALUES ('Hague 6','Cogswell',445633,'Gambia');
INSERT Address (Street, City, ZIP, Country) VALUES ('South First 74','Bearmouth',395389,'Somalia');
INSERT Address (Street, City, ZIP, Country) VALUES ('South White Fabien 14','Hilden',922457,'Greece');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Oak 5','Loon Lake',519624,'Mongolia');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Old 18','Buena Vista',443471,'Andorra');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Oak 14','Berwick',589910,'Mali');
INSERT Address (Street, City, ZIP, Country) VALUES ('New 47','Highgate Center',266736,'Iraq');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Second 42','Homer',121428,'Uzbekistan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Oak 96','Raymer',480187,'Madagascar');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue First 10','Everly',166984,'Sri Lanka');
INSERT Address (Street, City, ZIP, Country) VALUES ('Hague 61','New Chicago',564389,'Monaco');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Blue Milton 7','Death Valley',282380,'New Zealand');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Nobel 79','Gaastra',120799,'Taiwan');
INSERT Address (Street, City, ZIP, Country) VALUES ('New 19','Gasper',303155,'Central African Rep');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Blue Cowley 4','Landing',993414,'Namibia');
INSERT Address (Street, City, ZIP, Country) VALUES ('West First 80','Berrysburg',553185,'Ghana');
INSERT Address (Street, City, ZIP, Country) VALUES ('North New 18','Colts Neck',208151,'Paraguay');
INSERT Address (Street, City, ZIP, Country) VALUES ('North New 75','Rocky Hill',675763,'Morocco');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 36','Bryant Pond',454230,'Cameroon');
